titulo,texto,link
Máxima corte de Brasil aprueba investigación sobre corrupción ...,"Máxima corte de Brasil aprueba investigación sobre corrupción contra presidenteCOMPARTIRMáxima corte de Brasil aprueba investigación sobre corrupción contra presidenteEl presidente Michel Temer será incluido en una investigación sobre fondos ilícitos que supuestamente su partido recibió de Odebrecht en 2014.El juez Edson Fachin del Supremo Tribunal Federal de Brasil ordenó este viernes incluir al presidente Michel Temer en una investigación sobre fondos ilícitos por 10 millones reales (3.07 millones de dólares) que supuestamente recibió su partido PMDB del grupo de construcción Odebrecht en 2014, indicó el fallo judicial.
La fiscal general de Brasil, Raquel Dodge, había solicitado previamente esta semana que Temer fuera investigado a pesar de que la Constitución prohíbe que sea acusado por delitos presuntamente cometidos antes de haberse convertido en presidente, siempre que siga en el poder.
Odebrecht hizo los supuestos pagos en el 2014, cuando Temer era vicepresidente.
Carlos Marun, ministro de Asuntos Políticos de Temer, dijo previamente que cualquier investigación sobre el mandatario sólo llevaría a la conclusión de que él no ha cometido delito alguno.",http://www.elfinanciero.com.mx/mundo/maxima-corte-de-brasil-aprueba-investigacion-sobre-corrupcion-contra-presidente
"Netanyahu, interrogado de nuevo por un caso de corrupción ...","INTERNACIONAL
Netanyahu, interrogado de nuevo por un caso de corrupción
17 de Agosto del 2018
Reuters
TV Azteca
La policía israelí interrogó al primer ministro Benjamin Netanyahu sobre un caso en el que está implicada la mayor firma de telecomunicaciones del país.
Jerusalén, Israel.- La policía israelí interrogó al primer ministro Benjamin Netanyahu sobre un caso en el que, según medios locales, está implicada la mayor firma de telecomunicaciones del país, una de las tres investigaciones sobre corrupción en las que ha sido señalado como sospechoso.Netanyahu, un primer ministro conservador ahora en su cuarto mandato, ha negado cualquier irregularidad en todos los casos. Ya ha sido interrogado por el llamado ""Caso 4000"" con anterioridad y la policía aún no ha emitido una recomendación sobre una eventual acusación.Las autoridades alegan que Netanyahu concedió favores regulatorios a Bezeq Telecom Israel a cambio de una cobertura positiva de él y su esposa en un sitio web de noticias de la compañía. En los otros dos casos, en los que la policía ha recomendado que sea acusado de soborno, la decisión final sobre si será juzgado depende del fiscal general israelí. Eso podría tardar meses, con su consiguiente posible impacto en las elecciones generales previstas para 2019.Las encuestas reflejan un fuerte apoyo a la reelección de Netanyahu, pero las investigaciones han ayudado a un avance de la oposición de centroizquierda.Cuando los investigadores de la policía llegaron el viernes a la residencia oficial del primer ministro en Jerusalén, su automóvil fue rodeado de manifestantes anti-Netanyahu que habían desplegado una gran pancarta que decía ""ministro del Crimen"".En un breve comunicado conjunto, la policía y la Agencia de Valores de Israel dijeron únicamente que Netanyahu había sido interrogado en el marco de ""la lucha contra delitos financieros"".
MÁS NOTICIAS
Síguenos",http://www.aztecanoticias.com.mx/netanyahu-interrogado-de-nuevo-por-un-caso-de-corrupcion/3294363
Arrestan a expresidente de Guatemala por caso de corrupción,"Arrestan a expresidente de Guatemala por caso de corrupciónCOMPARTIRArrestan a expresidente de Guatemala por caso de corrupciónÁlvaro Colom fue arrestado durante un operativo en el que detuvieron a nueve personas más. CIUDAD DE GUATEMALA.- El expresidente de Guatemala, Álvaro Colom, fue arrestado junto con nueve exministros de su gobierno por su supuesta implicación en un caso de corrupción en el transporte público, dijo este martes la Fiscalía del país centroamericano.El Ministerio Público ordenó la detención de Colom, ocho exministros y un viceministro que firmaron un acuerdo para subsidiar un plan de transporte público conocido como Transurbano durante su gobierno (2008-2012), dijo a periodistas Juan Francisco Sandoval, jefe de la fiscalía anticorrupción.
Entre los detenidos destaca Juan Alberto Fuentes, exministro de Finanzas y presidente directivo Oxfam, el grupo británico de ayuda humanitaria salpicado por un reciente escándalo por supuesta mala conducta sexual de sus cooperantes.
Colom, de 66 años, impulsó el sistema de transporte público conocido como Transurbano, que contó con exenciones fiscales y subsidios para gasolina y seguridad.
""Para nosotros todo es legal, pero esperemos qué es lo que el juez dice"", dijo Colom, de 66 años, a su llegada a tribunales.
En la investigación participa la Comisión Internacional Contra la Impunidad en Guatemala (CICIG), ente investigador autónomo respaldado por la ONU, cuyo papel fue clave en la renuncia y arresto del expresidente Otto Pérez Molina en 2015. Pérez Molina, que enfrenta actualmente juicio, niega los cargos.
El actual presidente Jimmy Morales, exhumorista de televisión, también ha enfrentado señalamientos de corrupción por financiamiento ilícito de su partido y otras investigaciones sobre miembros de su familia y su gobierno.
Morales fue criticado el año pasado por Naciones Unidas, Estados Unidos y la Unión Europea por intentar expulsar al jefe de la CICIG, el exmagistrado colombiano Iván Velásquez, después de que éste intentó fallidamente que el Congreso levantara la inmunidad al mandatario para poder investigarlo.",http://www.elfinanciero.com.mx/mundo/arrestan-a-expresidente-de-guatemala-por-caso-corrupcion
Acusan al director del CBTA 8 de actos de corrupción,"
Acusan al director del CBTA 8 de actos de corrupción

La delegación sindical le impide el paso al plantel.
Puente de Ixtla.- La delegación sindical D-II-11 del Centro de Bachillerato Tecnológico Agropecuario (CBTA) número ocho de Xoxocotla impidió ayer el ingreso al director del plantel, Eduardo Moreno Carmona, a quien acusa de incurrir en actos de corrupción y pide su destitución.
El secretario general de dicha delegación, Tawny Nava García, acusó que la escuela está atravesando por problemas de recursos humanos y financieros, debido a actos de corrupción en los cuales ha incurrido el director; por esa situación, a partir de ayer, determinaron no permitirle el acceso a las instalaciones y piden su baja definitiva.
“Específicamente una plaza administrativa que se llevaron a otro plantel afectó a 60 administrativos de este centro de trabajo, y en cuanto a la parte financiera, hay unos terrenos cerca del (balneario) Aquasplash que renta la institución y ese ingreso nunca se reporta en las arcas del plantel”.
Amplió que son 80 mil pesos anuales que la escuela no recibe desde el 2014.
Aseguró que realizaron una investigación para documentar esta situación e incluso ya hicieron la denuncia ante autoridades de competencia nacional desde el mes de mayo.
Más aún, aseveró que el nombramiento del director venció el 16 de agosto y en lugar de emitir la convocatoria, las autoridades le extendieron el nombramiento cuatro meses más, lo que calificó de una burla y “ridículo”.
Por otra parte, aseguró que no se afectó el ciclo escolar, ya que solo algunos sindicalizados permanecen en la puerta para evitar que el director entre, pero el resto del servicio educativo está operando con normalidad.
“Los alumnos están en clases, los maestros están en las aulas, el quehacer educativo se está llevando con normalidad. No existe mayor inconveniente al respecto y lo que vamos a hacer en todo caso es mantener guardias en la puerta para que el director no acceda, y si es necesario, procederemos a acciones más contundentes”.
Dijo que montarán guardias en los distintos turnos para evitar que el director ingrese y ayer ya tuvieron un acercamiento con las autoridades educativas y se reunirán este martes en la Ciudad de México, para intentar dilucidar sus planteamientos y quejas.
Adelantó que de no obtener respuesta favorable, tomarán otras acciones.
Lo último de Evaristo Torres",https://www.launion.com.mx/morelos/zona-sur/noticias/129312-acusan-al-director-del-cbta-8-de-actos-de-corrupcion.html
Esperan denuncia en contra de oficial [Denuncias] - 23/08/2018 ...,"hace cerca de 4 horas
[Seguridad]
Esperan denuncia en contra de oficial
Por
Hasta ahora no se ha presentado queja por presunto cohecho-extorsión
Piedras Negras, Coah.- La Fiscalía General de Justicia en la Región Norte Uno, a través de su subprocuraduría contra funcionarios públicos, no ha recibido la denuncia formal en contra del oficial de Policía que fue exhibido en redes sociales por una ciudadana americana cuando solicitaba dinero por circular en sentido contrario.
El oficial de tránsito comisionado a parquímetros, Javier González Rodríguez, fue señalado como ser el responsable de cometer la extorsión.
Derivado de esta situación se esperaba que presentaran la denuncia formal de los hechos ante el Ministerio Público.
La Contraloría Interna de la Policía Preventiva Municipal podrá iniciar ya la averiguación en contra de este elemento.
Hay una serie de denuncias en contra de elementos de Policía que se han presentado ante la Contraloría de la Fiscalía General del Estado, mismas que no se han dado a conocer los resultados.
Los elementos policiacos siguen trabajando en forma normal y no se ha podido actuar de acuerdo a lo que se ha establecido, ya que no se han girado órdenes de arresto en contra de los elementos preventivos.
[Seguridad]
[Seguridad]
[Seguridad]
[Seguridad]",http://www.zocalo.com.mx/new_site/articulo/esperan-denuncia-en-contra-de-oficial
"El expresidente de Costa Rica y Nobel de la Paz, Óscar Arias ...","El expresidente de Costa Rica y Premio Nobel de la Paz 1987, Óscar Arias Sánchez, enfrenta una acusación penal por aparente prevaricación en favor de un proyecto de extracción de oro en la zona norte del país.
A Arias Sánchez (que gobernó entre 1986-1990, y 2006-2010), conocido mundialmente por su protagonismo en la pacificación de Centroamérica en los años 80, el Ministerio Público de Costa Rica se le imputa impulsar ilegalmente en 2008 el proyecto canadiense conocido como Crucitas, que después quedó anulado, abandonado y pendiente de arbitrajes internacionales.
""En las dos oportunidades en que goberné juré respetar las leyes (...) Vamos a demostrar mi inocencia ante los jueces de la República, que son honorables. Uno como presidente tiene plena confianza en los técnicos del Gobierno y finalmente son los abogados de los departamentos legales los que redactan los decretos"", señaló el expresidente Arias horas después de que se conociera la noticia.
La noticia la confirmó a la prensa local en la tarde de este miércoles la oficina de Prensa del Ministerio Público, ahora bajo el mando de una fiscal de mano dura llamada Emilia Navas. Ella en octubre tomó en 2017 la dirección del órgano acusador el Estado en sustitución de otro abogado, Jorge Chavarría, al que se le cuestionaba su pasividad ante casos de corrupción.
Navas ordenó desde octubre reabrir el caso contra Arias, de 77 años, y ahora acusa ante los tribunales al expresidente mejor reputado del país, de acuerdo con las encuestas de opinión pública. El argumento de la Fiscalía indica que el presidente Arias firmó en octubre de 2008 un decreto que declaraba ""de interés público"" y ""de conveniencia nacional"" el proyecto minero de la firma canadiense Industrias Infinito, en el poblado Crucitas, fronterizo con Nicaragua. Sin embargo, esa concesión fue anulada por razones ambientales en 2010 por el Tribunal Contencioso Administrativo, con lo cual, se puso de manifiesto una aparente ilegalidad en el decreto que había firmado el mandatario. La figura de prevaricación se castiga en Costa Rica con seis años de cárcel.
La Fiscalía comunicó la acusación a la Procuraduría General de la República (PGR), como manda la ley para los casos en que la parte ofendida son los miembros de la función pública. La PGR debe decidir si querella (acusación particular) y presenta una demanda por un monto de dinero para resarcir al Estado el daño provocado, según un comunicado oficial del Ministerio Público. En dos semanas la fiscal Navas enviaría la acusación al Juzgado Penal de Hacienda y la Función Pública, del II Circuito Judicial de San José.
Este caso somete a Arias a las mismas acusaciones por las cuales fue condenado a tres años de cárcel su ministro de Ambiente, Roberto Dobles. El exmandatario, sin embargo, había sido separado de la causa penal por decisión del fiscal general anterior.
El proyecto quedó abandonado después de la sentencia de 2010 en la que se dio a la razón a grupos ambientalistas que acusaban a Arias de promover una mina a cielo abierto para extraer hasta 700.000 onzas de oro, pero con graves impactos en el ecosistema. Después, la finca pasó a manos de costarricenses y fue invadida en 2017 por grupos de mineros informales que extraían el metal de manera artesanal con sustancias químicas que también dañan el medio ambiente. El gobierno de Carlos Alvarado llegó en mayo con la promesa de retomar el control del poblado Crucitas, aunque con procesos legales pendientes para poder apropiarse del terreno de 850 hectáreas. El Centro Internacional de Arreglo de Diferencias relativas a inversiones, adscrito al Banco Mundial, lleva desde 2014 un laudo iniciado por la compañía canadiense, que reclama 94 millones de dólares por inversiones realizadas y ganancias que dejó de percibir.
""Tenemos plena confianza en que don Óscar no cometió ningún delito y eso va a ser demostrado; no nos cabe la menor duda. La acusación se dio de manera precipitada, con una investigación muy escueta, carente de todo elementos probatorios, que no respeta las reglas elementales penales sobre la responsabilidad personal y se parte del desconocimiento refundo sobre el rol constitucional de un Presidente de la República"", ha manifestado su abogado, Rodolfo Brenes. ""Don Óscar no participó del trámite administrativo [del decreto], pues no tenía conocimiento, no tenía un interés particular en la concesión de Crucitas ni presionó a nadie para favorecer a la empresa (...) Las acusaciones son solo hipótesis que, estamos seguros, vamos a destrozar en juicio. El prevaricato solo se comete cuando se actúa a sabiendas de que el acto es ilegal, pero en este caso no es así; don Óscar firmó ese decreto sin saber que tenía algún problema"", ha agregado Brenes.",https://elpais.com/internacional/2018/08/23/america/1534983285_366874.html
Senado argentino aprueba cateo de propiedades de Cristina ...,"Publicidad Publicidad

Senado argentino aprueba cateo de propiedades de Cristina Fernández de Kirchner
Publicidad Google
22 de Agosto, 2018

Aunque la expresidenta está bajo investigación en cinco causas penales por corrupción, esto no le impide participar el próximo año en la elección presidencial.
Instagram: @cristinafkirchner
Publicidad Google
El Senado de Argentina aprobó el allanamiento de tres propiedades de la expresidenta y actual senadora, Cristina Fernández de Kirchner.De acuerdo con el reporte de BBC Mundo, la petición de allanamiento fue hecha por el juez Claudio Bonadío como parte de las investigaciones por el caso de corrupción que ha sido bautizado como ""Cuadernos de las Coimas"" o el Lava Jato argentino.El juez tuvo que solicitar al Senado dicha diligencia, ya que Kirchner cuenta con inmunidad diplomático, por lo que cualquier acción de la justicia (incluida una detención) debe ser aprobada en primer lugar por la Cámara Alta.Con 66 votos a favor, cero en contra y cero abstenciones, la Cámara Alta aprobó la inspección de un departamento de lujo ubicado en el barrio de Recoleta y dos mansiones en la Patagonia, propiedades de Fernández de Kirchner.Lo anterior, porque según los testigos del caso (casi una veintena de excolaboradores de la expresidenta) en estos tres inmuebles están las pruebas para comprobar que la actual senadora operó una red de corrupción durante su gobierno, tal como planteó el exchófer de uno de sus colaboradores, Óscar Centeno, en varios cuadernos (de ahí el nombre del caso).Si bien se aprobó el allanamiento, Cristina Fernández pidió en un comunicado de prensa que dicha acción se cumpla sin la presencia de los medios, ya que considera que todo es parte de una estrategia del actual mandatario, Mauricio Macri, para desprestigiarla.""No tengo ningún inconveniente en que el cuerpo autorice lo solicitado por Bonadío. Si algo faltaba para consagrar la persecución política en la Argentina, era esta causa"", declaró la política.Aunque la expresidenta está bajo investigación en cinco causas penales por corrupción, esto no le impide participar el próximo año en la elección presidencial, en la que Macri enfrenta a electores molestos por la crisis económica que atraviesa el país.Con información de BBC Mundo



Mira aquí Telefórmula en vivo",https://www.radioformula.com.mx/notas.asp?Idn=743284&idFC=2018
Celebra Macri lucha contra la corrupción en medio de escándalos,"Canales
Redes
Celebra Macri lucha contra la corrupción en medio de escándalos
Canales
Redes
Celebra Macri lucha contra la corrupción en medio de escándalos
El presidente de Argentina, Mauricio Macri, celebró aquí la lucha contra la corrupción, en medio de escándalos que involucran no solo a opositores, sino a su familia y a empresas que fueron de su...

El presidente de Argentina, Mauricio Macri, celebró aquí la lucha contra la corrupción, en medio de escándalos que involucran no solo a opositores, sino a su familia y a empresas que fueron de su propiedad.
“Nunca más (vamos a) seguir permitiendo que una sociedad se base sobre la viveza mal entendida, el atajo, la corrupción. Eso nunca más en la historia de los argentinos”, dijo el mandatario durante un evento en la provincia de Buenos Aires.
Agregó que ""se puede dejar de pensar que uno es tan solo un observador de la realidad, para asumir que el destino depende de nosotros, de lo que hagamos cada uno"".
Macri insistió en que los argentinos merecen “ser protagonistas de algo sano, soñar la vida que merecemos vivir, es lo que decidimos hace tres años, porque merecemos una sociedad mejor que la que teníamos"".
La corrupción se ha convertido en tema central de la agenda pública argentina y de los discursos presidenciales, a raíz de un caso que destapó la red de multimillonarios sobornos que presuntamente armaron los gobiernos del fallecido Néstor Kirchner y Cristina Fernández, con el apoyo de empresarios.
El caso que ha provocado una conmoción comenzó con la revelación de ocho cuadernos escritos por Óscar Centeno, chofer de Roberto Baratta, uno de los exfuncionarios más influyentes de los gobiernos que Kirchner y Fernández encabezaron de 2003 a 2015.
En esas páginas, que un amigo de Centeno entregó a un periodista de La Nación y éste al fiscal Carlos Stornelli, el chofer registró durante años, al mejor estilo de los servicios de espionaje, a dónde, cuándo y con quiénes llevaba a Baratta presuntamente para recoger sobornos que empresarios pagaban en efectivo.
De acuerdo con las anotaciones de Centeno, Baratta recolectó por lo menos unos 200 millones de dólares que, en su mayoría, terminaron en manos de los Kirchner.
La investigación involucra a decenas de exfuncionarios y empresarios, muchos de los cuales ya confesaron los delitos y se ampararon en la figura del “arrepentido” para poder seguir en libertad hasta que comiencen los juicios.
Entre ellos se encuentra Ángelo Calcaterra, primo de Macri, quien se presentó ante el juez Claudio Bonadío con la garantía previa de que no lo iban a detener, además de que se victimizó y aseguró que fue presionado por el gobierno kirchnerista para aportar dinero de manera ilegal a campañas electorales.
La justicia, sin embargo, debe investigar si esos recursos en realidad fueron sobornos pagados por Calcaterra y el resto de los empresarios para que el gobierno les otorgara millonarios contratos de obra pública, lo que los hace cómplices, no víctimas.
El caso puso a prueba las promesas de transparencia de Macri, ya que su primo quedó en libertad a pesar de haber confesado los delitos, gracias a que se acogió a la figura judicial del “arrepentido”.
Además, antes de que estallara este escándalo, el partido de Macri ya era investigado por haber anotado como donantes de sus campañas en 2015 y 2017 a personas pobres y beneficiarias de programas sociales que ni siquiera sabían que estaban en las listas de donadores.
Por otra parte, sigue pendiente que el Grupo Macri, propiedad de la familia del presidente, pague una millonaria deuda que mantiene con el Estado por la concesión del Correo Argentino y que el actual gobierno intentó condonarle, lo que no pudo lograr gracias a que una investigación periodística destapó el caso.",https://www.20minutos.com.mx/noticia/409606/0/celebra-macri-lucha-contra-la-corrupcion-en-medio-de-escandalos/
Sin denuncias ciudadanas contra hechos de corrupción,"Sin denuncias ciudadanas contra hechos de corrupción
Pachuca, Hidalgo.-  El Comité de Participación Ciudadana (CPC) no ha ventilado casos de corrupción en el Comité Coordinador del Sistema Estatal Anticorrupción de Hidalgo (SEAH), porque no ha recibido denuncias, situación que preocupa, alertó la presidenta de ambos organismos, Mirna Moncada Mahuem.
Entrevistada ayer vía telefónica, señaló que cuentan con un portal en la dirección https://cpchidalgo.wixsite.com/ciudadano, costeado con los recursos propios de los cinco comisionados ciudadanos, pues aún no ejercen presupuesto, y en el buzón ciudadano solo han preguntado sobre información pública gubernamental.
“Solo hacen preguntas generales y es lo que me preocupa, pues en el buzón no hemos recibido ninguna denuncia ciudadana contra actos de corrupción. Eso es lo que me preocupa y me ocupa, por eso trato de difundir nuestra actividad en el mayor número de sitios y municipios posibles”, explicó.
Consideró importante el acercamiento de la sociedad al Consejo que preside, a fin de conocer a personas víctimas o testigos de un hecho de corrupción para darlo a conocer en el Comité Coordinador del SEAH.
Por ello, dijo, informa a las organizaciones ciudadanas, incluso entre aquellas sin relación con el tema anticorrupción, las tareas del SEAH para fortalecer la labor del CPC antes de que concluya su periodo de un año para el que fue designada en el cargo por el Comité de Selección del SEAH el pasado 30 de enero.
Además del buzón y el teléfono que se encuentra en el portal, del que reconoció que es sencillo debido a la falta de presupuesto, proporcionó el correo cpchidalgo@hotmail.com, a través del que recibirán denuncias ciudadanas se actos de corrupción.
Por otra parte, se le comentó que la magistrada presidenta del Tribunal de Justicia Administrativa, Percys Susana Cravioto Luna, informó la semana anterior a este diario que no se había judicializado ningún caso de corrupción.
“Eso es lo que nos está pasando”, exclamó, agregando que por eso es importante que la gente se informe.
",https://www.elsoldehidalgo.com.mx/local/sin-denuncias-ciudadanas-contra-hechos-de-corrupcion
Avanza el combate a la corrupción - El Sol de Cuernavaca,"/ miércoles 22 de agosto de 2018
Avanza el combate a la corrupción
Se ha logrado la sentencia en contra de un ex funcionario municipal por el delito de peculado
Ofelia Espinoza
La Fiscalía Especializada en el Combate a la Corrupción, en Morelos, ha logrado la sentencia en contra de un ex funcionario municipal por el delito de peculado, y, actualmente, trabaja en el juicio que se sigue contra un ex alcalde, acciones con las cuales buscan combatir la corrupción y prevenir este tipo de actos.Autoridades de la Fiscalía señalaron que se trabaja en el abatimiento de actos de corrupción en los ayuntamientos, por lo que aseguraron que ya lograron sentencias condenatorias en contra de ex funcionarios.Tal es el caso del ex tesorero municipal de Totolapan, Margarito Bustos Fuentes, quien fue denunciado por el delito de peculado, debido a un desvío de aproximadamente 500 mil pesos, por lo que el juez impuso una sanción de dos años de prisión, sentencia que pudo reducir a un año y medio a través de un amparo.Las autoridades aseguraron que actualmente se mantiene vigente el proceso en contra del ex presidente municipal de Cuautla, Jesús González Otero, pero acotaron que están a la espera de que la Entidad Superior de Auditoría y Fiscalización culmine con las revisiones que realizan a las administraciones actuales.
noticias",https://www.elsoldecuernavaca.com.mx/policiaca/avanza-el-combate-a-la-corrupcion-1934339.html
Auditoría de Chihuahua presenta otra denuncia contra gobierno ...,"CIUDAD DE MÉXICO (apro).- La Auditoría Superior del Estado (ASE) presentó otra denuncia por el desvío de 200 millones de pesos a través del Instituto Chihuahuense de la Salud, durante el sexenio del priista César Duarte.
La dependencia no solventó una serie de observaciones de la ASE correspondientes a la Cuenta Pública 2016.
La ASE presentó la denuncia en contra del extitular del Instituto Chihuahuense de Salud (Ichisal) y otros funcionarios, dentro del ejercicio fiscal 2016. El director era Jorge Santana.
El auditor especial de Normatividad y Seguimiento de la ASE, Jesús Raymundo Mata Cárdenas, presentó los documentos en las oficinas de la Fiscalía General del Estado (FGE).
Las acusaciones del desvío son por diferentes acciones, entre ellas adjudicaciones directas otorgadas fuera de la ley para la compra de medicamentos y otros artículos, incluyendo sobreprecios y contrataciones simuladas.
Hasta ahora, la ASE ha presentado alrededor de 23 denuncias penales ante la Fiscalía del Estado, en contra de diversos entes públicos y exfuncionarios, luego que el Congreso local así lo instruyó por mandato constitucional.
Hasta hoy, las denuncias presentadas han sido del ejercicio fiscal 2016, en contra de varios entes, sus titulares y otros exfuncionarios, como el gobierno del estado, Tribunal Superior de Justicia, Pensiones Civiles, Promotora de la Industria Chihuahuense, Coesvi e Ichisal, entre otras.
También se han presentado denuncias contra exfuncionarios de la ASE, por lo que ya hay casos judicializados, con exfuncionarios, empresarios y particulares bajo proceso penal.
Artículos Relacionados",https://www.proceso.com.mx/547925/auditoria-de-chihuahua-presenta-otra-denuncia-contra-gobierno-duartista-ahora-por-desvio-de-200-mdp
Jefa destapa corrupción de superiores en Fiscalía | Estado,"Jefa destapa corrupción de superiores en Fiscalía  | Estado
Jefa destapa corrupción de superiores en Fiscalía
Itzel RamírezEl Diario de Juárez | Miércoles 22 Agosto 2018 | 00:01:00 hrs
El Diario de Juárez / Erika Jasso Carrasco
Ciudad Juárez— Sin abundar en detalles, la fiscal Erika Jasso Carrasco reconoció que al interior de la Fiscalía General del Estado ha sido testigo de actos de corrupción de sus superiores.
Entrevistada como parte del proceso en el que compite para ser la próxima fiscal especial de combate a la corrupción, Jasso aseguró que por denunciar esos actos ha sido castigada.
Pocos minutos antes de terminar su entrevista, Jasso fue cuestionada por la activista Imelda Marrufo sobre su conocimiento de corrupción dentro de la FGE, especialmente la cometida por mandos superiores a la fiscal.
-¿Actos de corrupción de jefes?-, preguntó Marrufo.
-¿Cómo?-, contestó Jasso.
-Sí, te ha tocado conocer-, insistió la activista e integrante del panel de especialistas que por segundo día consecutivo entrevistó a los aspirantes.
-Sí-, respondió Jasso.
-¿Tu postura?- reviró Marrufo.
-Mi postura fue señalarlos, oponerme y asumir la consecuencia de esa oposición y ese señalamiento, que en muchos de los casos fue una reducción a la compensación, un cambio de adscripción, la intención de que renunciara, que finalmente no lo hice. Y el rechazo público, por así decirlo, del personal allegado a ese jefe-, afirmó la fiscal.
Tras la declaración, ninguno de los panelistas cuestionó a la encargada de Asuntos Internos de la FGE sobre los casos o nombres de funcionarios involucrados.
Posteriormente, Jasso Carrasco afirmó que Ciudad Juárez posee características que la hacen un caso diferente al resto de la entidad, en términos de trabajo de los miembros de la FGE.
“Ciudad Juárez tiene una dinámica ideológica muy particular porque en Ciudad Juárez funcionan las cosas muy diferentes al resto del estado”, indicó.
Por ello, se requiere que la nueva Fiscalía anticorrupción tenga un plan especial en la frontera.
“Presencia constante y marcaje personal con la administración estatal en Ciudad Juárez para corregir los caminos que están equivocados”, aseguró Jasso, nuevamente sin explicar qué eran los “caminos equivocados”.
El pasado 9 de agosto fue asesinado en Juárez el comandante Dan Gerardo Fonseca Torres, subordinado de Jasso y jefe de la Unidad de Asuntos Internos de la Fiscalía Zona Norte.
Fuentes cercanas a la investigación del asesinato dijeron que un integrante de la FGE Zona Norte había indicado a Fonseca dirigirse a la ubicación en la que se cometió el homicidio.
En el funeral del comandante, Jasso dijo que ella, personalmente, tomaría la investigación del homicidio.

Inicie sesiÃ³n con cualquiera de las siguientes redes sociales:",https://diario.mx/Estado/2018-08-22_19f022ac/jefa-destapa-corrupcion-de-superiores-en-fiscalia-/
"Análisis de redes sociales, útil en el estudio de la corrupción | La ...","La Voz de Michoacan
POPULARES
Ciencia y Tecnología
Análisis de redes sociales, útil en el estudio de la corrupción
Ago 22, 2018, 17:21
Foto: Tomada de Internet. Así, un enfoque innovador que está en marcha es el de los sistemas complejos y las redes sociales.
El Universal/La Voz de Michoacán

Ciudad de México. La corrupción es un problema grave y socialmente arraigado que a todos nos afecta de una u otra forma. Por ello, el Observatorio de la Corrupción e Impunidad del Instituto de Investigaciones Jurídicas de la Universidad Nacional Autónoma de México (UNAM) se ha dado a la tarea de producir herramientas de análisis que contribuyan a definir la corrupción, estudiarla e identificar los problemas en el comportamiento individual y el desempeño institucional en torno a la corrupción y sus impactos.
Entre los estudios que lleva a cabo el grupo multidisciplinario del Observatorio, es el comportamiento humano a través de la antropología y de la economía y cómo es que las personas actuamos de acuerdo a la circunstancias en muchas ocasiones de manera irracional, refirió Issa Luna Pla, académica del Instituto de Investigaciones Jurídicas de la UNAM.
Algunos de los hallazgos descubiertos con los análisis hechos por los especialistas, muestran cómo es el comportamiento humano con relación a la honestidad, la reciprocidad y que tan cooperativos somos en sociedad.
Análisis de redes
Así, un enfoque innovador que está en marcha es el de los sistemas complejos y las redes sociales, con miras a escribir artículos académicos que permitan analizar tanto redes de corrupción como dinámicas y estructuras.
“Estamos hablando de un problema complejo, tan difícil de erradicar como el cáncer, ya que extirparlo por completo depende de la estructura de las redes”, aseguró Luna Pla.
La corrupción no sólo debe abordarse desde las ciencias sociales, también deben intervenir algunas técnicas de computación y matemáticas a fin de entender cuáles son las reglas del comportamiento que influyen en el entorno y en determinado contexto para las personas se comporten de manera corrupta aun cuando tengan una reputación intachable.
Por su parte, Mario Siqueiros, investigador del Instituto de Investigaciones en Matemáticas Aplicadas y Sistemas (IIMAS), y quien es parte del grupo que integra el Observatorio, señala que una de las tareas es realizar análisis de redes sociales con lo que han conseguido construir bases de datos útiles para el estudio de la corrupción en México.
Los estudios que se llevan a cabo son a partir de dos enfoques: uno matemático o cuantitativo y otro cualitativo. Desde el punto de vista cualitativo se puede obtener la descripción en procesos micro a través de entrevistas o encuestas.
El enfoque cuantitativo se genera a partir de los sistemas complejos donde se busca comprender a los patrones globales que emergen de comportamientos locales. En este sentido, las matemáticas ayudan a identificar esos patrones.
155 Visitas
INVESTIGACI&OacuteN ESPECIAL",http://www.lavozdemichoacan.com.mx/tecnologias/analisis-de-redes-sociales-util-en-el-estudio-de-la-corrupcion/
